,Date,OTH 18-20kg,OTH 20-22kg,OTH 22-24kg,WTFESY,Trade Lamb 18-22kg,Light Lamb 12-18kg,Heavy Lamb 22+kg,Merino Lamb 16-22kg,Restocker/feeder lamb 0-18kg,Mutton 18-24kg,CPI (Dec20$),,OTH 18-20kg,OTH 20-22kg,OTH 22-24kg,WTFESY,Trade Lamb 18-22kg,Light Lamb 12-18kg,Heavy Lamb 22+kg,Merino Lamb 16-22kg,Restocker/feeder lamb 0-18kg,Mutton 18-24kg
221,30/06/2018,630,630,630,375,659.75,632.25,656.75,618.75,549.75,492.25,0.964,,374.85,374.85,374.85,223.125,392.55125,376.18875,390.76625,368.15625,327.10125,292.88875
222,31/07/2018,717.2,725.4,722.8,372.5,737,666.5,773.5,675,612.5,504.75,0.968,,426.734,431.613,430.066,221.6375,438.515,396.5675,460.2325,401.625,364.4375,300.32625
223,31/08/2018,783.75,783.75,783.75,407.5,822.8,693.6,874.2,705.4,623,444.2,0.968,,466.33125,466.33125,466.33125,242.4625,489.566,412.692,520.149,419.713,370.685,264.299
224,30/09/2018,815.25,815.25,815.25,430,799,720,821.75,692,749.25,473,0.968,,485.07375,485.07375,485.07375,255.85,475.405,428.4,488.94125,411.74,445.80375,281.435
225,31/10/2018,742,742,742,450,735.25,687.5,744.25,635.5,716.75,447.25,0.974,,441.49,441.49,441.49,267.75,437.47375,409.0625,442.82875,378.1225,426.46625,266.11375
226,30/11/2018,722.5,722.5,722.5,446,702.8,682,726,617.4,718.8,445,0.974,,429.8875,429.8875,429.8875,265.37,418.166,405.79,431.97,367.353,427.686,264.775
227,31/12/2018,722.8,725.5,725.5,440.4166667,671.75,650,675.75,604.375,654.75,422.875,0.974,,430.066,431.6725,431.6725,262.0479167,399.69125,386.75,402.07125,359.603125,389.57625,251.610625
228,31/01/2019,702.75,705,705,441.3333333,655.4,649,646,615,626.2,403.2,0.974,,418.13625,419.475,419.475,262.5933333,389.963,386.155,384.37,365.925,372.589,239.904
229,28/02/2019,676,676,676,431.6666667,642.75,624.5,642.75,594.25,625,400.5,0.974,,402.22,402.22,402.22,256.8416667,382.43625,371.5775,382.43625,353.57875,371.875,238.2975
230,31/03/2019,648.5,648.5,648.5,411.25,645.5,637.75,639.5,606,628.5,421.75,0.974,,385.8575,385.8575,385.8575,244.69375,384.0725,379.46125,380.5025,360.57,373.9575,250.94125
231,30/04/2019,687.3,687.3,687.3,397,714.25,709.75,699.75,676.5,724,517.5,0.98,,408.9435,408.9435,408.9435,236.215,424.97875,422.30125,416.35125,402.5175,430.78,307.9125
232,31/05/2019,766.75,766.75,766.75,375.4,813.2,789,803.8,767.2,854,564.2,0.98,,456.21625,456.21625,456.21625,223.363,483.854,469.455,478.261,456.484,508.13,335.699
233,30/06/2019,839.5,839.5,839.5,385,886.25,793.75,908.25,791.5,814,583,0.98,,499.5025,499.5025,499.5025,229.075,527.31875,472.28125,540.40875,470.9425,484.33,346.885
234,31/07/2019,875.4,875.4,875.4,370,942.75,864.25,981.5,862.5,880.25,597.5,0.985,,520.863,520.863,520.863,220.15,560.93625,514.22875,583.9925,513.1875,523.74875,355.5125
235,31/08/2019,840,840,840,359,841.8,793.6,848.4,765.6,859.2,587.8,0.985,,499.8,499.8,499.8,213.605,500.871,472.192,504.798,455.532,511.224,349.741
236,30/09/2019,790.8,790.8,790.8,370,822,775.5,824.5,744.5,840,555.5,0.985,,470.526,470.526,470.526,220.15,489.09,461.4225,490.5775,442.9775,499.8,330.5225
237,31/10/2019,783,783,778.5,382.5,801.8,771,800.4,730.2,849.8,575.8,0.991,,465.885,465.885,463.2075,227.5875,477.071,458.745,476.238,434.469,505.631,342.601
238,30/11/2019,759.25,759.25,757.75,376.25,749.25,746.25,742,709,788.5,577.25,0.991,,451.75375,451.75375,450.86125,223.86875,445.80375,444.01875,441.49,421.855,469.1575,343.46375
239,31/12/2019,721,734,734,403.3333333,729.1666667,735.8333333,727.4166667,680.4166667,725,521.8333333,0.991,,428.995,436.73,436.73,239.9833333,433.8541667,437.8208333,432.8129167,404.8479167,431.375,310.4908333
240,31/01/2020,695.5,729.75,729.75,429.3333333,754.3333333,758.4166667,738.3333333,719.5833333,778.5,559.9166667,0.995,,413.8225,434.20125,434.20125,255.4533333,448.8283333,451.2579167,439.3083333,428.1520833,463.2075,333.1504167
