,Date ,WTFESY,Unnamed: 2
987,7/12/2017,268.0,
988,14/12/2017,263.0,
989,21/12/2017,253.0,
990,28/12/2017,251.66666666666666,
991,4/01/2018,250.33333333333334,
992,11/01/2018,249.0,
993,18/01/2018,251.0,
994,25/01/2018,253.0,
995,1/02/2018,253.0,
996,8/02/2018,258.0,
997,15/02/2018,270.0,
998,22/02/2018,270.0,
999,1/03/2018,275.0,
1000,8/03/2018,278.0,
1001,15/03/2018,278.0,
1002,22/03/2018,278.0,
1003,29/03/2018,278.0,
1004,5/04/2018,278.0,
1005,12/04/2018,280.0,
1006,19/04/2018,300.0,
1007,26/04/2018,300.0,
1008,3/05/2018,310.0,
1009,10/05/2018,315.0,
1010,17/05/2018,315.0,
1011,24/05/2018,376.0,
1012,31/05/2018,375.0,
1013,7/06/2018,375.0,
1014,14/06/2018,375.0,
1015,21/06/2018,375.0,
1016,28/06/2018,375.0,
1017,5/07/2018,375.0,
1018,12/07/2018,365.0,
1019,19/07/2018,375.0,
1020,26/07/2018,375.0,
1021,2/08/2018,377.5,
1022,9/08/2018,380.0,
1023,16/08/2018,420.0,
1024,23/08/2018,430.0,
1025,30/08/2018,430.0,
1026,6/09/2018,430.0,
1027,13/09/2018,430.0,
1028,20/09/2018,430.0,
1029,27/09/2018,430.0,
1030,4/10/2018,435.0,
1031,11/10/2018,455.0,
1032,18/10/2018,455.0,
1033,25/10/2018,455.0,
1034,1/11/2018,455.0,
1035,8/11/2018,455.0,
1036,15/11/2018,440.0,
1037,22/11/2018,440.0,
1038,29/11/2018,440.0,
1039,6/12/2018,440.0,
1040,13/12/2018,440.0,
1041,20/12/2018,440.0,
1042,27/12/2018,441.6666666666667,
1043,3/01/2019,443.3333333333333,
1044,10/01/2019,445.0,
1045,17/01/2019,440.0,
1046,24/01/2019,440.0,
1047,31/01/2019,438.3333333333333,
1048,7/02/2019,436.6666666666667,
1049,14/02/2019,435.0,
1050,21/02/2019,435.0,
1051,28/02/2019,420.0,
1052,7/03/2019,400.0,
1053,14/03/2019,435.0,
1054,21/03/2019,405.0,
1055,28/03/2019,405.0,
1056,4/04/2019,402.0,
1057,11/04/2019,402.0,
1058,18/04/2019,392.0,
1059,25/04/2019,392.0,
1060,2/05/2019,392.0,
1061,9/05/2019,375.0,
1062,16/05/2019,365.0,
1063,23/05/2019,365.0,
1064,30/05/2019,380.0,
1065,6/06/2019,400.0,
1066,13/06/2019,380.0,
1067,20/06/2019,380.0,
1068,27/06/2019,380.0,
1069,4/07/2019,380.0,
1070,11/07/2019,380.0,
1071,18/07/2019,370.0,
1072,25/07/2019,350.0,
1073,1/08/2019,350.0,
1074,8/08/2019,350.0,
1075,15/08/2019,365.0,
1076,22/08/2019,365.0,
1077,29/08/2019,365.0,
1078,5/09/2019,365.0,
1079,12/09/2019,365.0,
1080,19/09/2019,375.0,
1081,26/09/2019,375.0,
1082,3/10/2019,375.0,
1083,10/10/2019,390.0,
1084,17/10/2019,385.0,
1085,24/10/2019,382.5,
1086,31/10/2019,380.0,
1087,7/11/2019,370.0,
1088,14/11/2019,375.0,
1089,22/11/2019,380.0,
1090,29/11/2019,380.0,
1091,6/12/2019,380.0,
1092,13/12/2019,390.0,
1093,20/12/2019,420.0,
1094,27/12/2019,423.3333333333333,
1095,3/01/2020,426.6666666666667,
1096,10/01/2020,430.0,
1097,17/01/2020,430.0,
1098,24/01/2020,430.0,
1099,31/01/2020,430.0,
